fruns,last_avail_year,brand_name,brand_name_sanitized,franchisor,franchisor_sanitized,naics_code,naics_description
16606,2019,The Gyro Shack,gyro shack,"Pronomio, LLC",pronomio,722513,Limited-Service Restaurants
15876,2022,Gyroville,gyroville,"Gyroville Franchising Company, LLC",gyroville franchising company,722513,Limited-Service Restaurants
11685,2023,Gyu-Kaku,gyu kaku,"Reins USA Franchise Company, Inc.",reins,722511,Full-Service Restaurants
17931,2023,Gyushige,gyushige,Gyushige U.S.A. LLC,gyushige,722511,Full-Service Restaurants
18429,2023,H&H Bagels,h h bagels,H&H Bagels Franchising LLC,h h bagels,722515,Snack and Nonalcoholic Beverage Bars
11686,2023,H&R Block,h r block,H&R Block Tax Services LLC,h r block tax services,541213,Tax Preparation Services
17369,2020,H&S Bakery Distribution,h s bakery distribution,"H&S Distribution, LLC",h s distribution,445291,Baked Goods Stores
11687,2018,H. Salt Fish & Chips,h salt fish chips,"H. Salt of Southern California, Inc.",h salt southern california,722513,Limited-Service Restaurants
11690,2006,H2O EVOLUTION,h2o evolution,"H2O Ventures, LLC",h2o ventures,221310,Water Supply and Irrigation Systems
11688,1995,H2O PLUS,h2o plus,"H2O Plus, L.P.",h2o plus,812199,Other Personal Care Services
14846,2012,H3O Aquatics,h3o aquatics,"Do Unto Others As You Would Have Them Do Unto You, LLC",do unto others as you would have them do unto you,446199,All Other Health and Personal Care Stores
11691,2023,Haagen-Dazs,haagen dazs,"The Haagen-Dazs Shoppe Company, Inc.",haagen dazs shoppe,722515,Snack and Nonalcoholic Beverage Bars
15266,2023,The Habit Burger Grill,habit burger grill,"HBG Franchise, LLC",hbg franchise,722513,Limited-Service Restaurants
16962,2021,Hair Cuttery,hair cuttery,"HCF USA1, LLC",hcf usa1,812112,Beauty Salons
11695,1989,HAIR PERFORMERS,hair performers,John F. Amico & Co.,john f amico,812111,Barber Shops
11696,2023,Hair Saloon,hair saloon,Hair Saloon Franchise Company,hair saloon,812111,Barber Shops
11697,2011,HAIR WIZARDS,hair wizards,"Hair Wizards Franchising, LLC",hair wizards,446199,All Other Health and Personal Care Stores
11694,2022,HairClub,hairclub,"HCM Industries, Inc.",hcm industries,812111,Barber Shops
17619,2018,Hairzoo,hairzoo,"Hairzoo USA, LLC",hairzoo,812112,Beauty Salons
11699,1991,HAKKY INSTANT SHOE REPAIR,hakky instant shoe repair,"Hakky Franchising, Inc.",hakky,811430,Footwear and Leather Goods Repair
19025,2022,Halal City Grill,halal city grill,MZI Franchise Corp.,mzi franchise,722513,Limited-Service Restaurants
16036,2023,The Halal Guys,halal guys,The Halal Guys Franchise Inc.,halal guys,722513,Limited-Service Restaurants
14984,2014,Half Dental,half dental,"Half Dental Franchise, LLC",half dental,621210,Offices of Dentists
17602,2019,HaliMac Axe Throwing,halimac axe throwing,"HaliMac, Inc.",halimac,713990,All Other Amusement and Recreation Industries
11700,2009,HALLELUJAH ACRES LIFESTYLE CENTER,hallelujah acres lifestyle center,"HALC, LLC",halc,812191,Diet and Weight Reducing Centers
15329,2023,Hallmark Homecare,hallmark homecare,"Hallmark Homecare, LLC.",hallmark homecare,561311,Employment Placement Agencies
11701,2022,Halloween Express,halloween express,"HEX NEWCO, LLC",hex newco,453220,Gift
11702,2018,Halsted Street Deli,halsted street deli,"HSD Development, LLC",hsd development,722513,Limited-Service Restaurants
16996,2016,Hambleton Handyman,hambleton handyman,"Hambleton Handyman Franchise, LLC",hambleton handyman,236118,Residential Remodelers
11704,2015,Hamburger Mary's Bar & Grille,hamburger marys bar grille,"Hamburger Mary's International, LLC",hamburger marys,722511,Full-Service Restaurants
12650,2022,Hamburger Stand,hamburger stand,Galardi Group Franchise Corp.,galardi group,722513,Limited-Service Restaurants
16328,2023,Hammer & Nails,hammer nails,"The Hammer & Nails Salon Group, LLC",hammer nails salon group,812113,Nail Salons
16800,2017,Hammer-Schlagen,hammer schlagen,"HS Franchising, LLC",hs franchising,713120,Amusement Arcades
17301,2017,Hampton Coffee Company,hampton coffee,Hampton Coffee Franchising LLC,hampton coffee,722515,Snack and Nonalcoholic Beverage Bars
11705,2023,Hampton Inn by Hilton,hampton inn hilton,Hilton Franchise Holding LLC,hilton franchise holding,721110,Hotels (except Casino Hotels) and Motels
15627,2006,Hanakai Sushi Bar & Grill,hanakai sushi bar grill,"Sushi Go! International, Inc.",sushi go,722511,Full-Service Restaurants
11706,2023,Hand and Stone Massage and Facial Spa,hand stone massage facial spa,Hand and Stone Franchise LLC,hand stone,812199,Other Personal Care Services
11708,2023,Handel's Homemade Ice Cream,handels homemade ice cream,"Handel's Enterprises, LLC",handels enterprises,722515,Snack and Nonalcoholic Beverage Bars
11709,2023,Handle With Care Packaging Store (Retail Center/Commercial Logistics Center),handle with care packaging store,"Annex Brands, Inc.",annex brands,488510,Freight Transportation Arrangement
16410,2020,Hands-On Diagnostic Center,hands on diagnostic center,"Hands-On Diagnostics Franchising, LLC",hands on diagnostics,621340,Offices of Physical
19244,2023,Handy Pantry Friendly Food Stores,handy pantry friendly food stores,"Handy Pantry Franchise Systems, LLC",handy pantry,445120,Convenience Stores
11711,2023,Handyman Connection,handyman connection,"Trident Investment Partners, Inc.",trident investment partners,236118,Residential Remodelers
18744,2022,The Handyman Group,handyman,CAR HMG USA Inc.,car hmg,236118,Residential Remodelers
11713,2007,HANDYMAN NETWORK,handyman network,"Handyman Franchise Systems, Inc.",handyman,811490,Other Personal and Household Goods Repair and Maintenance
17336,2021,Handyman Pro,handyman pro,"Handyman Pro, LLC",handyman pro,236118,Residential Remodelers
11710,2023,HandyPro,handypro,"HandyPro International, LLC",handypro,236118,Residential Remodelers
18269,2023,Hangar 54 Pizza,hangar 54 pizza,"Hangar 54 Pizza Franchising, LLC",hangar 54 pizza,722513,Limited-Service Restaurants
11714,2003,HANGERS CLEANERS,hangers cleaners,"Hangers America, LLC",hangers america,812320,Drycleaning and Laundry Services (except Coin-Operated)
18630,2023,Hangry Joe's Hot Chicken,hangry joes hot chicken,"Hangry Joe's Franchising, LLC",hangry joes,722513,Limited-Service Restaurants
11715,1999,HANNOUSH JEWELERS,hannoush jewelers,Hannoush Franchise Corp.,hannoush,448310,Jewelry Stores
16598,2016,Hansel 'n Griddle,hansel n griddle,HNG Franchising LLC,hng franchising,722511,Full-Service Restaurants
17795,2023,Hanshin Pocha,hanshin pocha,"Noodle J-1, Inc.",noodle j 1,722513,Limited-Service Restaurants
16896,2019,Hapa Yoga,hapa yoga,"Hapa Yoga Holdings, Inc.",hapa yoga holdings,713940,Fitness and Recreational Sports Centers
11716,2010,HAPPI HOUSE,happi house,Happi House Franchise Corporation,happi house,722511,Full-Service Restaurants
16377,2023,Happier at Home,happier at home,"Happier at Home, LLC",happier at home,624120,Services for the Elderly and Persons with Disabilities
18144,2022,The Happy Cat Hotel,happy cat hotel,"Happy Cat Franchising, LLC",happy cat,812910,Pet Care (except Veterinary) Services
11720,2023,Happy Joe's Pizza & Ice Cream,happy joes pizza ice cream,"Happy Joe's Franchising, Inc.",happy joes,722511,Full-Service Restaurants
18441,2021,Happy Lamb Hot Pot,happy lamb hot pot,"Jiajia Enterprises, Inc.",jiajia enterprises,722511,Full-Service Restaurants
17344,2023,Happy Lemon,happy lemon,Yummy-town USA LLC,yummy town,722515,Snack and Nonalcoholic Beverage Bars
11721,2014,Happy Nails,happy nails,"Happy Nails Franchise, Inc.",happy nails,812199,Other Personal Care Services
16219,2019,Happy Tax Service,happy tax service,"Happy Tax Franchising, LLC",happy tax,541213,Tax Preparation Services
11722,2019,HappyFeet-Legends,happyfeet legends,"HappyFeet-Legends International, Inc.",happyfeet legends,611620,Sports and Recreation Instruction
11723,2016,Happy's Pizza,happys pizza,"Happy's Pizza Franchise, LLC",happys pizza,722513,Limited-Service Restaurants
15384,2013,Hara Donuts,hara donuts,"Haradonuts USA, Inc.",haradonuts,722513,Limited-Service Restaurants
19416,2023,Haraz Coffee House,haraz coffee house,"Haraz Coffee House Franchising, LLC",haraz coffee house,722515,Snack and Nonalcoholic Beverage Bars
14491,2022,Harcourts,harcourts,Harcourts Northwest LLC,harcourts pacific,531210,Offices of Real Estate Agents and Brokers
15520,2019,Hard Exercise Works,hard exercise works,"HEW Franchising, LLC",hew franchising,713940,Fitness and Recreational Sports Centers
14980,2015,Hard Knocks,hard knocks,"Indoor War, LLC",indoor war,443142,Electronics Stores
11724,2021,Hard Rock Hotel,hard rock hotel,"Hard Rock Hotel Licensing, Inc.",hard rock hotel licensing,721110,Hotels (except Casino Hotels) and Motels
11725,2002,HARD TIMES CAFE,hard times cafe,M & K Management Inc.,m k management,722511,Full-Service Restaurants
17211,2021,Hardcore Fitness Boot Camp,hardcore fitness boot camp,"Hardcore Fitness Franchise Group, LLC",hardcore fitness franchise group,713940,Fitness and Recreational Sports Centers
11726,2023,Hardee's,hardees,Hardee's Restaurants LLC,hardees restaurants,722513,Limited-Service Restaurants
17471,2018,HardHatRentals.com,hardhatrentalscom,HardHatRentals.com Franchising Inc.,hardhatrentalscom,238910,Site Preparation Contractors
11727,2023,Hardware Hank,hardware hank,United Hardware Distributing Co.,united hardware distributing,444130,Hardware Stores
18903,2023,Harlem Shake,harlem shake,Harlem Shake Franchise LLC,harlem shake,722513,Limited-Service Restaurants
11729,2011,HART HEALTH,hart health,"HART Health Franchising, Inc.",hart health,812990,All Other Personal Services
11730,1992,HARTZ CHICKEN BUFFET,hartz chicken buffet,"Hartz Chicken, Inc.",hartz chicken,722513,Limited-Service Restaurants
14552,2017,Haskell's,haskells,Haskell's Franchise LLC,haskells,445310,Beer
13864,2002,THE HAT ZONE,hat zone,"Hat Zone Franchising Company, LLC, The",hat zone,448150,Clothing Accessories Stores
11734,1984,HATS IN THE BELFRY,hats in the belfry,Hats In The Belfry,hats in the belfry,448150,Clothing Accessories Stores
19328,2023,HAVEN Club,haven club,"Haven Franchising, LLC",haven,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
16856,2018,Haven Hotel,haven hotel,"Hospitality Lodging Systems, Inc.",hospitality lodging systems,721110,Hotels (except Casino Hotels) and Motels
18615,2023,Hawaii Fluid Art,hawaii fluid art,"Hawaii Fluid Art Franchising, LLC",hawaii fluid art,611610,Fine Arts Schools
18850,2023,Hawaiian Bros Island Grill,hawaiian bros island grill,"Hawaiian Bros Franchising, LLC",hawaiian bros,722513,Limited-Service Restaurants
11735,2015,Hawkinson Tread Service,hawkinson tread service,"Hawkinson Treading, Inc.",hawkinson treading,326212,Tire Retreading
11736,2023,Hawthorn Extended Stay by Wyndham,hawthorn extended stay wyndham,"Hawthorn Suites Franchising, Inc.",hawthorn suites,721110,Hotels (except Casino Hotels) and Motels
11737,2010,HAYES HANDPIECE,hayes handpiece,Hayes Handpiece Franchises Inc.,hayes handpiece,621111,Offices of Physicians (except Mental Health Specialists)
18473,2023,HCK Hot Chicken,hck hot chicken,Hot Chikn Kitchn LLC,hot chikn kitchn,722513,Limited-Service Restaurants
11738,2005,HCX/HAIR COLOR EXPRESS,hcx hair color express,"HCX Salons International, LLC",hcx salons,812111,Barber Shops
11739,1993,HEADSHOTS,headshots,CWKR Investment Corp.,cwkr investment,541921,Photography Studios
15950,2014,HEAL House Call Veterinarian,heal house call veterinarian,"Two Hound Dogs, LLC",two hound dogs,812910,Pet Care (except Veterinary) Services
15214,2023,Health Atlast,health atlast,"Health Atlast, LLC",health atlast,621310,Offices of Chiropractors
15066,2014,Health Care Practice Partners,health care practice partners,"HCPP National, LLC",hcpp national,446199,All Other Health and Personal Care Stores
11741,1998,HEALTH FORCE,health force,"HF Franchised, Ltd.",hf franchised,561311,Employment Placement Agencies
19429,2023,Health & Glow,health glow,"Health & Glow Primary Care & Med Spa Franchising, LLC",health glow primary care med spa,812199,Other Personal Care Services
11742,2023,Health Mart Pharmacy,health mart pharmacy,"Health Mart Systems, Inc.",health mart systems,446110,Pharmacies and Drug Stores
16756,2016,Healthier4U Vending,healthier4u vending,21st Technologies Group LLC,21st technologies group,454210,Vending Machine Operators
15566,2013,HealthSmart,healthsmart,"HealthSmart, LLC",healthsmart,446199,All Other Health and Personal Care Stores
11744,2023,HealthSource Chiropractic,healthsource chiropractic,"HealthSource Chiropractic, LLC",healthsource chiropractic,621310,Offices of Chiropractors
17716,2018,The Healthy Animal,healthy animal,"LPF Consulting Group, Ltd.",lpf consulting group,453910,Pet and Pet Supplies Stores
17850,2019,Healthy Hands Cooking,healthy hands cooking,"HHC Franchising, LLC",hhc franchising,611519,Other Technical and Trade Schools
17883,2022,Healthy Within,healthy within,Healthy Within Enterprises LLC,healthy within enterprises,812199,Other Personal Care Services
19225,2023,Hear Again America,hear again america,"Hear Again Franchising, LLC",hear again,446199,All Other Health and Personal Care Stores
16972,2018,Heart Certified Auto Care,heart certified auto care,"HCAC Franchise, Inc.",hcac,811111,General Automotive Repair
11746,2010,HEART TO HEART GOLD EXCHANGE,heart to heart gold exchange,"Heart To Heart Gold Exchange, LLC",heart to heart gold exchange,448310,Jewelry Stores
16037,2014,Hearts that Matter,hearts that matter,"Hearts that Matter Franchising, LLC",hearts that matter,621610,Home Health Care Services
16314,2015,HEAT Bootcamp,heat bootcamp,"HEAT Franchising, Inc",heat,713940,Fitness and Recreational Sports Centers
18419,2023,Heating + Air Paramedics,heating air paramedics,"PHP Franchise, LLC",php franchise,238220,Plumbing
15292,2015,Heaven Heights Senior Care,heaven heights senior care,"Heaven Heights Senior Care Franchising, Inc.",heaven heights senior care,621610,Home Health Care Services
11747,2002,HEAVENLY HAM,heavenly ham,"Paradise Foods, Inc.",paradise foods,445210,Meat Markets
11749,2023,Heaven's Best,heavens best,"HB Franchises, LLC",hb franchises,561740,Carpet and Upholstery Cleaning Services
18279,2023,Heavyweight Waste,heavyweight waste,"Heavyweight Waste Franchise Partners, LLC",heavyweight waste franchise partners,562119,Other Waste Collection
11750,2000,HEEL QUIK!,heel quik,"Heel Quik!, Inc.",heel quik,811430,Footwear and Leather Goods Repair
18083,2022,Heff's Burgers,heffs burgers,"Heff's Burgers Franchising, LLC",heffs burgers,722513,Limited-Service Restaurants
11751,2016,Heidi's Brooklyn Deli,heidis brooklyn deli,"Naples Franchising Systems, Inc.",naples,722513,Limited-Service Restaurants
11752,1986,HEIDI'S FROZEN YOGURT SHOPPE,heidis frozen yogurt shoppe,HEIDI'S Franchise Corp.,heidis,722513,Limited-Service Restaurants
11753,2017,Heits Building Services,heits building services,"Heits Building Services, Inc.",heits building services,561720,Janitorial Services
11754,1998,HELEN HUTCHLEY,helen hutchley,Superior Dairy,superior dairy,722513,Limited-Service Restaurants
18031,2023,Hello Garage,hello garage,"Hello Garage Franchising, LLC",hello garage,236118,Residential Remodelers
19338,2023,Hello Sugar,hello sugar,"Hello Sugar Franchise, LLC",hello sugar,812199,Other Personal Care Services
11755,2023,Help-U-Sell,help u sell,"Infinium Realty Group, Inc.",infinium realty group,531210,Offices of Real Estate Agents and Brokers
16975,2018,Help Your Diabetes,help your diabetes,"JTT Health Management, LLC",jtt health management,812191,Diet and Weight Reducing Centers
17679,2019,Hemp Haven,hemp haven,"JD Franchise System, Inc.",jd franchise system,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
15406,2015,Hera Hub--no longer franchising per the company,hera hub,"Hera Hub Franchise International, LLC",hera hub,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
15698,2023,Here We Grow Again,here we grow again,"Here We Grow Again Kids Consignment Sale, LLC",here we grow again kids consignment sale,448130,Children's and Infants' Clothing Stores
11756,2023,HERLIFE Magazine,herlife magazine,"HERLIFE Magazine, LLC",herlife magazine,511120,Periodical Publishers
16185,2014,Hero Certified Burgers,hero certified burgers,Angus USA Inc,angus,722511,Full-Service Restaurants
18566,2023,Heroes Lawn Care,heroes lawn care,HPB Lawn Care LLC,hpb lawn care,561730,Landscaping Services
11758,2023,Hertz,hertz,"Hertz System, Inc.",hertz system,532111,Passenger Car Rental
11757,2013,Hertz Equipment Rental,hertz equipment rental,Hertz Equipment Rental Corporation,hertz equipment rental,532420,Office Machinery and Equipment Rental and Leasing
18608,2023,Heuk Hwa Dang,heuk hwa dang,"Wunam F&C USA, Inc.",wunam f c,722515,Snack and Nonalcoholic Beverage Bars
18170,2023,Heyday,heyday,"Heyday Franchise, LLC",heyday,812199,Other Personal Care Services
19433,2023,Heytea,heytea,HK Heycha Limited,hk heycha,722515,Snack and Nonalcoholic Beverage Bars
18145,2023,HHO Carbon Clean Systems,hho carbon clean,"HHO Franchise, LLC",hho franchise,811111,General Automotive Repair
17637,2023,Hi-5 ABA,hi 5 aba,"Hi-5 ABA, Inc.",hi 5 aba,621112,Offices of Physicians
16227,2023,Hi-Five Sports,hi five sports,Hi-Five Sports Franchising LLC,hi five sports,611620,Sports and Recreation Instruction
11760,2009,HI HO MONGOLIAN GRILL,hi ho mongolian grill,"Hi Ho Mongolian Grill Worldwide, LLC",hi ho mongolian grill worldwide,722511,Full-Service Restaurants
17956,2019,Hibachi Grill and Noodle Bar,hibachi grill noodle bar,"Hibachi Grill Franchising, LLC",hibachi grill,722513,Limited-Service Restaurants
17256,2020,Hiccups Restaurant & Teahouse,hiccups restaurant teahouse,Hiccups Franchising Corp.,hiccups,722513,Limited-Service Restaurants
11761,2014,Hickory Farms,hickory farms,"Hickory Farms, Inc.",hickory farms,445299,All Other Specialty Food Stores
11762,1998,HICKORY HAMS,hickory hams,"Hickory Hams of America, Inc.",hickory hams america,445210,Meat Markets
11763,2023,Hickory River Smokehouse,hickory river smokehouse,"Hickory River Smokehouse, Inc.",hickory river smokehouse,722511,Full-Service Restaurants
17526,2019,High Achievers,high achievers,"High Achievers Enterprises, LLC",high achievers enterprises,541611,Administrative Management and General Management Consulting Services
16188,2015,High Altitude Personal Training,high altitude personal training,"HAPT Franchising, LLC",hapt,713940,Fitness and Recreational Sports Centers
11764,2008,HIGH SCHOOL SPORTS-THE MAGAZINE,high school sports the magazine,"High School Sports-The Magazine, LLC",high school sports the magazine,511120,Periodical Publishers
11765,2009,HIGH TECH BURRITO,high tech burrito,High Tech Burrito Franchise Corp.,high tech burrito,722513,Limited-Service Restaurants
16697,2020,High Touch-High Tech,high touch high tech,High Touch Investment Corp.,high touch investment,611691,Exam Preparation and Tutoring
15889,2015,High Tower Deli,high tower deli,"High Tower Deli & Cafe, LLC",high tower deli cafe,722511,Full-Service Restaurants
16512,2015,Highland Bakery,highland bakery,"Highland Bakery Franchising Company, LLC",highland bakery franchising company,722511,Full-Service Restaurants
11766,2009,HIGHLAND ESTATES COFFEE TRADERS,highland estates coffee traders,"Compass Group USA, Inc.",compass group,561439,Other Business Service Centers (including Copy Shops)
15018,2016,Hilda Demirjian,hilda demirjian,Hilda Demirjian Franchising LLC,hilda demirjian,812112,Beauty Salons
16607,2023,HiLine Homes,hiline homes,HiLine Homes LLC,hiline homes,236115,New Single-Family Housing Construction (except For-Sale Builders)
11767,1990,HILLARY'S ICE CREAM,hillarys ice cream,"Hillary's Services, Inc.",hillarys services,722513,Limited-Service Restaurants
17252,2017,Hillstar Health,hillstar health,"Hillstar Health, LLC",hillstar health,621112,Offices of Physicians
11768,2023,Hilton Garden Inn,hilton garden inn,Hilton Franchise Holding LLC,hilton franchise holding,721110,Hotels (except Casino Hotels) and Motels
11769,2023,Hilton Hotels & Resorts,hilton hotels resorts,Hilton Franchise Holding LLC,hilton franchise holding,721110,Hotels (except Casino Hotels) and Motels
16658,2015,HippoHopp,hippohopp,"HippoHopp Franchising, LLC",hippohopp,713120,Amusement Arcades
16554,2023,HireQuest,hirequest,HQ Franchising Corporation,hq franchising,561320,Temporary Help Services
15602,2023,Hissho Sushi,hissho sushi,"Hissho International, LLC",hissho,722513,Limited-Service Restaurants
11770,2008,HIT CENTER,hit center,"HIT Centers, Inc.",hit centers,812191,Diet and Weight Reducing Centers
18266,2022,Hite Digital,hite digital,"Hite Digital International, LLC",hite digital,519130,Internet Publishing and Broadcasting and Web Search Portals
15628,2006,HMHTTC Response,hmhttc response,"HMHTTC Response Company, Inc.",hmhttc response company,812990,All Other Personal Services
15413,2013,Ho Math and Chess,ho math chess,Ho Math and Chess Learning Centre,ho math chess learning centre,611699,All Other Miscellaneous Schools and Instruction
16230,2018,Hobby Quest,hobby quest,"Hobby Quest Group, Inc.",hobby quest group,611620,Sports and Recreation Instruction
11772,2023,HobbyTown,hobbytown,"Hobby Town Unlimited, Inc.",hobby town unlimited,451120,Hobby
15730,2017,Hofbrauhaus BrewPub,hofbrauhaus brewpub,"Hofbrauhaus of America, LLC",hofbrauhaus america,722410,Drinking Places (Alcoholic Beverages)
16110,2014,Hofmann Hots,hofmann hots,"Hofmann Hots, LLC",hofmann hots,722513,Limited-Service Restaurants
11774,2008,HOGI YOGI,hogi yogi,"Hyats, LLC",hyats,722513,Limited-Service Restaurants
18973,2023,Hokkaido Baked Cheese Tart,hokkaido baked cheese tart,HBCT USA LLC,hbct,722515,Snack and Nonalcoholic Beverage Bars
15355,2021,Hokulia,hokulia,"Hokulia Franchise Opportunities, LLC",hokulia franchise opportunities,722515,Snack and Nonalcoholic Beverage Bars
18105,2022,Holdaak,holdaak,"Holdaak F & B, Inc.",holdaak f b,722513,Limited-Service Restaurants
11775,2023,Holiday Inn,holiday inn,"Holiday Hospitality Franchising, LLC",holiday hospitality,721110,Hotels (except Casino Hotels) and Motels
16947,2017,Holiday Light Company by Russel Williams,holiday light russel williams,"The Holiday Light Company, LLC",holiday light company,561730,Landscaping Services
11776,2023,Holiday Stationstore,holiday stationstore,"Holiday Diversified Services, LLC",holiday diversified services,447110,Gasoline Stations with Convenience Stores
11777,2015,Hollywood Tans,hollywood tans,"HT Franchising Management, LLC",ht franchising management,812199,Other Personal Care Services
11778,2011,HOLSUM BAKERY,holsum bakery,"Holsum Bakery, Inc.",holsum bakery,445291,Baked Goods Stores
18983,2022,Holt Computer Training,holt computer training,Holt Computer Training Franchise Inc.,holt computer training,611420,Computer Training
11779,2011,HOLTORF MEDICAL GROUP,holtorf medical,"Perrysberg Resources,  P.C",perrysberg resources pc,446199,All Other Health and Personal Care Stores
18895,2023,Holy Schnitzel,holy schnitzel,Holy Schnitzel Enterprise Inc.,holy schnitzel enterprise,722513,Limited-Service Restaurants
18025,2019,Holy Sheets,holy sheets,"HolySheets Franchise, LLC",holysheets,442110,Furniture Stores
16897,2016,Holy Yoga,holy yoga,"Holy Yoga, Inc.",holy yoga,713940,Fitness and Recreational Sports Centers
11780,2012,Home Buddies by Camp Bow Wow (now part of Camp Bow Wow FDD),home buddies camp bow wow,"D.O.G. Development, LLC",dog development,812910,Pet Care (except Veterinary) Services
11781,2021,Home Care Assistance 1-866-4-LiveIn (No Longer Franchising),home care assistance 1 866 4 livein,HCAFranchise Corporation,hcafranchise,621610,Home Health Care Services
17570,2023,Home Care for the 21st Century,home care for the 21st century,"Home Care for the 21st Century, LLC",home care for the 21st century,621610,Home Health Care Services
17416,2023,Home Clean Heroes,home clean heroes,"Home Clean Heroes Franchising, LLC",home clean heroes,561720,Janitorial Services
11782,2023,Home Cleaning Centers of America,home cleaning centers america,"Home Cleaning Centers of America, Inc.",home cleaning centers america,561720,Janitorial Services
11783,1997,HOME ENVIRONMENT CENTER,home environment center,"Home Environment Center Franchise, Inc.",home environment center,221310,Water Supply and Irrigation Systems
18891,2023,Home Frite,home frite,"Home Frite Franchising, LLC",home frite,722513,Limited-Service Restaurants
11784,2023,Home Helpers Home Care,home helpers home care,"H.H. Franchising Systems, Inc.",hh franchising systems,621610,Home Health Care Services
11785,2023,Home Instead,home instead,"Home Instead, Inc.",home instead,621610,Home Health Care Services
18336,2023,Home Keepr by MooveGuru,home keepr mooveguru,"The Home Franchise, LLC",home,541611,Administrative Management and General Management Consulting Services
18374,2023,Home Matters Caregiving,home matters caregiving,"Senior HealthCare Investments, LLC",senior healthcare investments,621610,Home Health Care Services
14899,2016,Home Options,home options,Home Options Network LLC,home options network,621492,Kidney Dialysis Centers
11786,2023,Home2 Suites by Hilton,home2 suites hilton,Hilton Franchise Holding LLC,hilton franchise holding,721110,Hotels (except Casino Hotels) and Motels
18732,2023,HomeCare Advocacy Network,homecare advocacy network,HomeCare Advocacy Network Inc.,homecare advocacy network,561311,Employment Placement Agencies
11788,1999,HOMECARE AMERICA,homecare america,"Homecare American Holdings, Inc.",homecare american holdings,621111,Offices of Physicians (except Mental Health Specialists)
19077,2023,Homegrown Smoker,homegrown smoker,"Homegrown Smoker Franchise, LLC",homegrown smoker,722513,Limited-Service Restaurants
16744,2016,HomeHealth24x7,homehealth24x7,HomeHealth24x7 LLC,homehealth24x7,621610,Home Health Care Services
11790,2010,HOMEKEEPERS INTERNATIONAL,homekeepers,"HomeKeepers International Franchising, LLC",homekeepers,621610,Home Health Care Services
11791,2023,HomeLife,homelife,HomeLife International Inc.,homelife,531210,Offices of Real Estate Agents and Brokers
15166,2023,HomeMasters,homemasters,HomeMasters Franchise LLC,homemasters,236118,Residential Remodelers
11792,1997,HOMEOWNERS CONCEPT,homeowners concept,"Homeowners Concept, Inc.",homeowners concept,531210,Offices of Real Estate Agents and Brokers
11793,2021,Homes & Land,homes land,"NewPoint Franchisor, LLC",newpoint,531390,Other Activities Related to Real Estate
18775,2022,HomeSlyce Pizza and Beer,homeslyce pizza beer,"HomeSlyce Franchise Systems, LLC",homeslyce,722511,Full-Service Restaurants
11794,2023,HomeSmart,homesmart,"HomeSmart International, LLC",homesmart,531210,Offices of Real Estate Agents and Brokers
17952,2023,HomeSmiles.com,homesmilescom,"Home Smiles Franchising, LLC",home smiles,236118,Residential Remodelers
18712,2022,HomeSteady,homesteady,"HomeSteady Franchise, LLC",homesteady,236118,Residential Remodelers
11632,2012,HomeStory (Dealership),homestory,"Grand Mark Solutions, Inc.",grand mark solutions,236118,Residential Remodelers
19032,2023,Homestretch,homestretch,Homestretch Home Services II LLC,homestretch home services ii,236118,Residential Remodelers
11795,2012,HOMETASK.COM HANDYMAN SERVICES,hometaskcom handyman services,"HomeTask, Inc.",hometask,811490,Other Personal and Household Goods Repair and Maintenance
13865,2023,HomeTeam Inspection Service,hometeam inspection service,"The HomeTeam Inspection Service, Inc.",hometeam inspection service,541350,Building Inspection Services
11796,1994,Hometown Auto Service,hometown auto service,"Rhodeworthy Enterprises, Inc.",rhodeworthy enterprises,811198,All Other Automotive Repair and Maintenance
11797,2005,HOMETOWN HEARTH & GRILL,hometown hearth grill,"Suburban Franchising, LLC",suburban,443141,Household Appliance Stores
11798,2008,HOMETOWN THREADS,hometown threads,"Wayneworks Threads, LLC",wayneworks threads,442299,All Other Home Furnishings Stores
17361,2023,HomeTowne Studios by Red Roof,hometowne studios red roof,"HomeTowne Studios, LLC",hometowne studios,721110,Hotels (except Casino Hotels) and Motels
11799,2009,HOMETOWNTIMES.COM,hometowntimescom,"Online News Servicios, LLC",online news servicios,519130,Internet Publishing and Broadcasting and Web Search Portals
11800,2023,HomeVestors,homevestors,"HomeVestors of America, Inc.",homevestors america,236118,Residential Remodelers
11801,2023,Homewatch CareGivers,homewatch caregivers,Homewatch CareGivers Franchising SPE LLC,homewatch caregivers,621610,Home Health Care Services
11802,2023,HomeWell Care Services,homewell care services,HomeWell Franchising Inc.,homewell,621610,Home Health Care Services
11803,2023,Homewood Suites by Hilton,homewood suites hilton,Hilton Franchise Holding LLC,hilton franchise holding,721110,Hotels (except Casino Hotels) and Motels
17195,2024,Hommati,hommati,"Hommati Franchise Network, Inc.",hommati franchise network,531390,Other Activities Related to Real Estate
16980,2023,Honest,honest,Honest Hospitality Group LLC,honest hospitality group,722513,Limited-Service Restaurants
11805,2023,Honest-1 Auto Care,honest 1 auto care,"H-1 Auto Care, LLC",h 1 auto care,811111,General Automotive Repair
